id,postcode,latitude,longitude
725078,NE9 7HA,54.91904367,-1.578340023
725079,NE9 7HB,54.91917163,-1.578962726
725080,NE9 7HD,54.91771384,-1.578385118
725081,NE9 7HE,54.92315887,-1.575597774
725082,NE9 7HF,54.91813416,-1.585635013
725083,NE9 7HG,54.91913379,-1.58626439
725084,NE9 7HH,54.92146394,-1.576598521
725085,NE9 7HJ,54.9201052,-1.576082331
725086,NE9 7HL,54.91937041,-1.574108711
725087,NE9 7HN,54.91999181,-1.574492186
725088,NE9 7HP,54.92086531,-1.575013432
725089,NE9 7HQ,54.92164878,-1.575488841
725090,NE9 7HR,54.92448244,-1.584149938
725091,NE9 7HS,54.92478236,-1.582508512
725092,NE9 7HT,54.92143331,-1.58597558
725093,NE9 7HU,54.92073203,-1.585873564
725094,NE9 7HW,54.91830181,-1.584728452
725095,NE9 7HX,54.92200847,-1.585751
725096,NE9 7HY,54.91804342,-1.588022833
725097,NE9 7HZ,54.91804342,-1.588022833
725098,NE9 7JA,54.92292827,-1.571340723
725099,NE9 7JB,54.92299303,-1.57442933
725100,NE9 7JD,54.92362244,-1.574531911
725101,NE9 7JE,54.92287785,-1.574898619
725102,NE9 7JF,54.91752852,-1.58723247
725103,NE9 7JG,54.91752852,-1.58723247
725104,NE9 7JH,54.92358474,-1.574033021
725105,NE9 7JJ,54.92372431,-1.572830133
725106,NE9 7JL,54.92494969,-1.573753354
725107,NE9 7JN,54.92555011,-1.573278906
725108,NE9 7JP,54.92491926,-1.575329604
725109,NE9 7JQ,54.92786836,-1.575782294
725110,NE9 7JR,54.925368,-1.574789926
725111,NE9 7JS,54.92633061,-1.575470785
725112,NE9 7JT,54.92781651,-1.576375805
725113,NE9 7JU,54.92817939,-1.574780335
725114,NE9 7JX,54.92905022,-1.571977888
725115,NE9 7JY,54.9279983,-1.574392133
725116,NE9 7JZ,54.92307374,-1.574381672
725117,NE9 7LA,54.92957962,-1.574313028
725118,NE9 7LB,54.92924572,-1.573910824
725119,NE9 7LD,54.93030716,-1.571652444
725120,NE9 7LE,54.92930073,-1.569119525
725121,NE9 7LF,54.91997461,-1.572152167
725122,NE9 7LG,54.92093211,-1.57100309
